name,position,team,injury_status,pass_comp,pass_att,pass_yds,pass_td,int,rush_car,rush_yds,rush_td,rec,rec_yds,rec_td,tar,tackles,sacks,forced_fumbles,fum_rec,def_int,int_td,fum_td,espn_fpts
George Pickens,WR,DAL,,0,0,0,0,0,0,0,0,80.1,1116,8.2,124.5,0,0,0,0,0,0,0,239.4
A.J. Brown,WR,NE,,0,0,0,0,0,0,0,0,85.9,1214.8,6.9,129.7,0,0,0,0,0,0,0,248.3
Kenneth Walker III,RB,KC,,0,0,0,0,0,276.1,1233.3,9,48.2,375.6,1.7,59.8,0,0,0,0,0,0,0,272.5
Garrett Wilson,WR,NYJ,,0,0,0,0,0,2.2,10.8,0.1,103.5,1211.6,5.3,154,0,0,0,0,0,0,0,257.3
Tetairoa McMillan,WR,CAR,Q,0,0,0,0,0,0,0,0,82.8,1190.7,6.3,140.4,0,0,0,0,0,0,0,238.6
DeVonta Smith,WR,PHI,,0,0,0,0,0,0,0,0,90.3,1129.1,6,127.8,0,0,0,0,0,0,0,238.7
Javonte Williams,RB,DAL,,0,0,0,0,0,287.5,1256.3,11.1,37.1,218.6,1.5,50.9,0,0,0,0,0,0,0,258.8
Kyren Williams,RB,LAR,,0,0,0,0,0,236.5,1071.3,10.2,33.4,223.7,1.6,45,0,0,0,0,0,0,0,232.2
Travis Etienne Jr.,RB,NO,,0,0,0,0,0,257.7,1117.4,6,44.6,376.2,2.1,60.2,0,0,0,0,0,0,0,241.3
Zay Flowers,WR,BAL,,0,0,0,0,0,9.7,57.3,0.4,81.8,1172.5,5.5,116.7,0,0,0,0,0,0,0,238.9
Terry McLaurin,WR,WSH,,0,0,0,0,0,0,0,0,80.7,1042.8,5.8,118.7,0,0,0,0,0,0,0,219.2
Cam Skattebo,RB,NYG,Q,0,0,0,0,0,249.3,1047,7.2,49.3,365.1,1.6,60.8,0,0,0,0,0,0,0,242
Tee Higgins,WR,CIN,,0,0,0,0,0,0,0,0,73.1,954.9,8.3,114.5,0,0,0,0,0,0,0,218.4
Josh Allen,QB,BUF,,340.2,509,3945.3,26.2,11.6,116.4,579.5,12.4,0,0,0,0,0,0,0,0,0,0,0,369.3
Davante Adams,WR,LAR,,0,0,0,0,0,0,0,0,67.5,1015.8,10.6,123.7,0,0,0,0,0,0,0,232.5
Bucky Irving,RB,TB,Q,0,0,0,0,0,253,1026.6,5.6,39,311.9,1.8,48,0,0,0,0,0,0,0,216.6
Carnell Tate,WR,TEN,,0,0,0,0,0,0,0,0,77.9,1068.2,4.6,126.9,0,0,0,0,0,0,0,211.2
Colston Loveland,TE,CHI,,0,0,0,0,0,0,0,0,80.2,897.4,6,118.3,0,0,0,0,0,0,0,205.9
Quinshon Judkins,RB,CLE,Q,0,0,0,0,0,316.1,1238.9,7.2,31.8,221,0.7,41.4,0,0,0,0,0,0,0,225
Lamar Jackson,QB,BAL,,302.8,467,3884.4,25.9,9.8,122.1,670.3,3.7,0,0,0,0,0,0,0,0,0,0,0,322.1
Ladd McConkey,WR,LAC,Q,0,0,0,0,0,0,0,0,79.6,1032.6,6.2,122.2,0,0,0,0,0,0,0,220
Emeka Egbuka,WR,TB,,0,0,0,0,0,2.2,11.9,0.1,69.6,1126.8,7.4,128,0,0,0,0,0,0,0,228.9
Jaylen Waddle,WR,DEN,,0,0,0,0,0,2,12.1,0.1,76.7,991.4,6,118.7,0,0,0,0,0,0,0,212.9
Tyler Warren,TE,IND,,0,0,0,0,0,6.3,14.5,0.4,86.6,869.6,5.2,115.3,0,0,0,0,0,0,0,208.1
TreVeyon Henderson,RB,NE,,0,0,0,0,0,194.3,853.8,6.8,43.1,299.6,1.6,51.9,0,0,0,0,0,0,0,208.2
Jameson Williams,WR,DET,,0,0,0,0,0,7,45.1,0.6,64.2,1028.6,5.7,102.2,0,0,0,0,0,0,0,208.6
Jadarian Price,RB,SEA,,0,0,0,0,0,222.5,921.6,7.9,27.1,212.2,1.3,35.3,0,0,0,0,0,0,0,193.9
DJ Moore,WR,BUF,,0,0,0,0,0,6.9,35.9,0.4,67.2,945.8,7,107.4,0,0,0,0,0,0,0,209.8
Luther Burden III,WR,CHI,,0,0,0,0,0,9.1,49.5,0.4,75,937.2,5.1,113.1,0,0,0,0,0,0,0,205.9
Jayden Daniels,QB,WSH,,347.4,520.3,3854.2,22.4,9.9,131,669.8,5.1,0,0,0,0,0,0,0,0,0,0,0,318.5
Rome Odunze,WR,CHI,,0,0,0,0,0,0,0,0,59.3,1029,8.4,118.3,0,0,0,0,0,0,0,212.6
Marvin Harrison Jr.,WR,ARI,,0,0,0,0,0,0,0,0,68.7,955.9,5.1,126,0,0,0,0,0,0,0,194
Bhayshul Tuten,RB,JAX,,0,0,0,0,0,237,991.7,6.7,33.7,249.9,1.4,45.4,0,0,0,0,0,0,0,204.8
D'Andre Swift,RB,CHI,,0,0,0,0,0,219.3,994.3,8.1,30.4,269.4,1.1,41.1,0,0,0,0,0,0,0,211.7
Harold Fannin Jr.,TE,CLE,Q,0,0,0,0,0,8.5,21.1,0.3,83,818.3,3.2,119.1,0,0,0,0,0,0,0,187.2
David Montgomery,RB,HOU,,0,0,0,0,0,214.4,929.9,7,31.5,231.1,0.6,38.4,0,0,0,0,0,0,0,192.2
Chuba Hubbard,RB,CAR,,0,0,0,0,0,198.5,797.4,4.3,40.8,301.7,1.5,52,0,0,0,0,0,0,0,184.8
Michael Pittman Jr.,WR,PIT,,0,0,0,0,0,0,0,0,88.4,860,3.9,130.4,0,0,0,0,0,0,0,196.5
Jordyn Tyson,WR,NO,Q,0,0,0,0,0,0,0,0,67.5,917.4,5,109.5,0,0,0,0,0,0,0,188.3
Drake Maye,QB,NE,,355,519.8,4094.5,26.9,11.2,101,531.6,4,0,0,0,0,0,0,0,0,0,0,0,319
Joe Burrow,QB,CIN,,385.3,569.4,4120.4,32.9,10.9,51.8,189,2.1,0,0,0,0,0,0,0,0,0,0,0,304
Jalen Hurts,QB,PHI,,327.6,499.1,3779,23.5,9.2,106.3,437.8,9.1,0,0,0,0,0,0,0,0,0,0,0,320.3
Alec Pierce,WR,IND,Q,0,0,0,0,0,0,0,0,67.9,1023.5,5.4,115.3,0,0,0,0,0,0,0,202.8
Kyle Pitts Sr.,TE,ATL,,0,0,0,0,0,0,0,0,80.4,858.3,3.2,115,0,0,0,0,0,0,0,185.1
DK Metcalf,WR,PIT,,0,0,0,0,0,0,0,0,64.7,941.3,6.1,113.4,0,0,0,0,0,0,0,195.1
Mike Evans,WR,SF,,0,0,0,0,0,0,0,0,57.2,908,6.2,100.7,0,0,0,0,0,0,0,184.8
Courtland Sutton,WR,DEN,,0,0,0,0,0,0,0,0,69.3,892.8,7.6,118.7,0,0,0,0,0,0,0,204
Tony Pollard,RB,TEN,,0,0,0,0,0,247.3,1076,5.6,29.7,181,0.5,38.6,0,0,0,0,0,0,0,189.6
Aaron Jones Sr.,RB,MIN,,0,0,0,0,0,170,739.6,3.7,47,344,2.1,60.9,0,0,0,0,0,0,0,188.5
Sam LaPorta,TE,DET,Q,0,0,0,0,0,0,0,0,78.3,787.7,5.4,102.2,0,0,0,0,0,0,0,188.7
Jaxson Dart,QB,NYG,,327.4,503.9,3689.7,20.9,10.2,100.8,553.2,6.6,0,0,0,0,0,0,0,0,0,0,0,301.1
Christian Watson,WR,GB,,0,0,0,0,0,2.2,13.1,0.1,54.9,869.7,7.1,94.3,0,0,0,0,0,0,0,186
Jaylen Warren,RB,PIT,,0,0,0,0,0,179.9,788.6,4.4,46.1,318.8,1.5,56.7,0,0,0,0,0,0,0,190.9
Chris Godwin Jr.,WR,TB,,0,0,0,0,0,0,0,0,60.3,700.4,4.5,90.7,0,0,0,0,0,0,0,157.3
Jakobi Meyers,WR,JAX,,0,0,0,0,0,6,31.9,0.3,69.8,766.4,5.2,107.8,0,0,0,0,0,0,0,181.7
Parker Washington,WR,JAX,,0,0,0,0,0,8,38.9,0.3,63.7,849.9,5.2,107.8,0,0,0,0,0,0,0,187.5
Brian Thomas Jr.,WR,JAX,,0,0,0,0,0,4,23.1,0.2,57.1,860.1,5,102.1,0,0,0,0,0,0,0,176.4
Kenny Gainwell,RB,TB,,0,0,0,0,0,109,482.6,4.3,52.1,341.7,2,64,0,0,0,0,0,0,0,172.2
Wan'Dale Robinson,WR,TEN,,0,0,0,0,0,4.1,22.4,0.1,78.9,817.4,1.9,115.8,0,0,0,0,0,0,0,174.2
Rachaad White,RB,WSH,,0,0,0,0,0,134.7,566.7,5.1,47,295,1.9,51.6,0,0,0,0,0,0,0,174.5
Rico Dowdle,RB,PIT,,0,0,0,0,0,222.7,972,5.5,29.2,209.9,1.1,39.7,0,0,0,0,0,0,0,185.3
J.K. Dobbins,RB,DEN,,0,0,0,0,0,212.6,993.2,6.8,17.1,104.7,0.7,22.6,0,0,0,0,0,0,0,171.4
Travis Hunter,WR,JAX,Q,0,0,0,0,0,2,10.8,0.1,41.6,496.2,3.3,68.1,0,0,0,0,0,0,0,113
Makai Lemon,WR,PHI,Q,0,0,0,0,0,0,0,0,58.6,836.1,5.2,93.4,0,0,0,0,0,0,0,173.1
Rhamondre Stevenson,RB,NE,,0,0,0,0,0,169.5,721.7,6.6,38.3,313.3,1.9,46.7,0,0,0,0,0,0,0,190.8
Ricky Pearsall,WR,SF,,0,0,0,0,0,4.4,24.5,0.2,58.3,813.9,3.8,90.2,0,0,0,0,0,0,0,165.3
Matthew Golden,WR,GB,,0,0,0,0,0,4.5,24.9,0.2,66.8,873.8,4.7,104.8,0,0,0,0,0,0,0,185.7
Travis Kelce,TE,KC,,0,0,0,0,0,0,0,0,73.7,770.1,4.5,103.3,0,0,0,0,0,0,0,176.8
Michael Wilson,WR,ARI,,0,0,0,0,0,0,0,0,67,813.7,3.2,108.8,0,0,0,0,0,0,0,167.3
RJ Harvey,RB,DEN,,0,0,0,0,0,106.3,430.6,3.9,48.8,365.7,2.6,62.2,0,0,0,0,0,0,0,166.9
KC Concepcion,WR,CLE,,0,0,0,0,0,6.4,34.8,0.2,61.3,771.6,3.3,98.4,0,0,0,0,0,0,0,162.5
Kyle Monangai,RB,CHI,,0,0,0,0,0,191.9,824.9,6.5,25.7,215,1.3,36,0,0,0,0,0,0,0,176.2
Josh Downs,WR,IND,,0,0,0,0,0,2.1,10.8,0.1,75.6,717.5,2.7,104.8,0,0,0,0,0,0,0,164.8
Blake Corum,RB,LAR,,0,0,0,0,0,182,837.5,7.3,16.7,117,0.6,22.5,0,0,0,0,0,0,0,159.4
Jordan Addison,WR,MIN,,0,0,0,0,0,2,14.4,0.1,60.5,769.9,5.2,99.6,0,0,0,0,0,0,0,170.4
Brock Purdy,QB,SF,,351.9,529.6,4180.7,27.1,13.9,65.4,277.3,3.6,0,0,0,0,0,0,0,0,0,0,0,293.1
Xavier Worthy,WR,KC,Q,0,0,0,0,0,12.4,75.9,0.6,55.4,788.3,4.6,92.4,0,0,0,0,0,0,0,172.6
Dak Prescott,QB,DAL,Q,371.9,555.8,4112.1,29.7,12,51.2,185.9,2.2,0,0,0,0,0,0,0,0,0,0,0,285.9
Jonathon Brooks,RB,CAR,,0,0,0,0,0,161.3,677.1,3.6,28.3,215.8,1.2,36.4,0,0,0,0,0,0,0,145.4
George Kittle,TE,SF,Q,0,0,0,0,0,0,0,0,74,811.8,5.8,93.1,0,0,0,0,0,0,0,189.6
Dallas Goedert,TE,PHI,,0,0,0,0,0,0,0,0,70.5,725.2,5.6,93.4,0,0,0,0,0,0,0,176.6
Jake Ferguson,TE,DAL,,0,0,0,0,0,0,0,0,73.3,599.8,5.8,96.2,0,0,0,0,0,0,0,167.2
Khalil Shakir,WR,BUF,,0,0,0,0,0,2.3,12.5,0.1,70.1,765.3,3.7,92.1,0,0,0,0,0,0,0,171.3
Jacory Croskey-Merritt,RB,WSH,,0,0,0,0,0,195.9,846.2,7.4,12.6,87.9,0.5,15.5,0,0,0,0,0,0,0,151.6
Woody Marks,RB,HOU,,0,0,0,0,0,142.9,579.2,3,24.1,201.4,1.4,32.9,0,0,0,0,0,0,0,127.6
Tyjae Spears,RB,TEN,,0,0,0,0,0,97.3,410.9,2.7,49.6,333.5,1.6,60.7,0,0,0,0,0,0,0,149.1
Jayden Reed,WR,GB,,0,0,0,0,0,9,64.8,0.4,63.4,730.3,4.4,89.1,0,0,0,0,0,0,0,170.9
Zach Charbonnet,RB,SEA,Q,0,0,0,0,0,136.5,554,6.8,20.3,144.9,0.4,26.2,0,0,0,0,0,0,0,133.7
Isiah Pacheco,RB,DET,,0,0,0,0,0,148.5,639.4,4.5,17.2,114.4,0.8,21.5,0,0,0,0,0,0,0,123.6
Trevor Lawrence,QB,JAX,,347.2,560.4,3928.8,24.8,13,73.5,334.3,4.8,0,0,0,0,0,0,0,0,0,0,0,287.4
Quentin Johnston,WR,LAC,,0,0,0,0,0,2.1,10.8,0.1,52.8,772.8,5.6,90.3,0,0,0,0,0,0,0,164.6
Romeo Doubs,WR,NE,,0,0,0,0,0,0,0,0,59.5,762.7,6,88.2,0,0,0,0,0,0,0,170.8
Tucker Kraft,TE,GB,Q,0,0,0,0,0,2.2,8.4,0.1,64,731.9,4,89.1,0,0,0,0,0,0,0,162.1
Alvin Kamara,RB,NO,,0,0,0,0,0,120.2,481.2,2.2,35.2,232.2,0.9,43.8,0,0,0,0,0,0,0,124.4
Jalen Coker,WR,CAR,,0,0,0,0,0,0,0,0,60.8,692.5,3.2,88.4,0,0,0,0,0,0,0,148.2
Jordan Mason,RB,MIN,,0,0,0,0,0,161.9,748.5,5.4,13.4,83.3,0.3,16.6,0,0,0,0,0,0,0,129.8
Omar Cooper Jr.,WR,NYJ,,0,0,0,0,0,2.2,12,0.1,39.6,477.7,2.6,58.4,0,0,0,0,0,0,0,104.9
Caleb Williams,QB,CHI,,316.5,528.4,3820.8,25.3,9.9,71.1,381.8,2.3,0,0,0,0,0,0,0,0,0,0,0,281.7
Jayden Higgins,WR,HOU,,0,0,0,0,0,0,0,0,54.5,667.6,3.4,87.8,0,0,0,0,0,0,0,141.5
Jalen McMillan,WR,TB,,0,0,0,0,0,4.4,24.6,0.2,47.3,588.4,3.9,74.7,0,0,0,0,0,0,0,132.8
Bo Nix,QB,DEN,Q,363.7,564.9,3871.1,26.3,11.1,82.3,355.3,3.9,0,0,0,0,0,0,0,0,0,0,0,294.7
Isaiah Likely,TE,NYG,,0,0,0,0,0,0,0,0,63.8,684.7,4.2,86.1,0,0,0,0,0,0,0,156.7
Chris Rodriguez Jr.,RB,JAX,Q,0,0,0,0,0,100.4,431.4,3.4,4.1,29.4,0.2,5.7,0,0,0,0,0,0,0,71.2
Calvin Ridley,WR,TEN,,0,0,0,0,0,6.1,32,0.2,46.2,721.7,3.6,88.3,0,0,0,0,0,0,0,143.8
Brandon Aubrey,K,DAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.6
Tyler Allgeier,RB,ARI,,0,0,0,0,0,97.4,385.1,3.3,18.1,126,0.4,22.9,0,0,0,0,0,0,0,91.4
Texans D/ST,DST,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Broncos D/ST,DST,DEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.7
Patrick Mahomes,QB,KC,Q,358,551.2,3992.7,26.1,11.7,53.1,326.4,3.2,0,0,0,0,0,0,0,0,0,0,0,289.7
Jerry Jeudy,WR,CLE,Q,0,0,0,0,0,0,0,0,51.4,709.5,2.7,93.2,0,0,0,0,0,0,0,138
Justin Herbert,QB,LAC,,345.4,527.9,3846.4,25.5,11,78.3,405.9,2.3,0,0,0,0,0,0,0,0,0,0,0,282.7
Tank Bigsby,RB,PHI,,0,0,0,0,0,83.2,372.8,3.4,3.6,28.6,0.1,4.9,0,0,0,0,0,0,0,64.2
Seahawks D/ST,DST,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.5
Matthew Stafford,QB,LAR,,356.1,557.8,4282,34.9,9.7,27,39.4,0.6,0,0,0,0,0,0,0,0,0,0,0,293.3
T.J. Hockenson,TE,MIN,,0,0,0,0,0,0,0,0,77.7,639,2.8,99.6,0,0,0,0,0,0,0,158.1
Rashid Shaheed,WR,SEA,,0,0,0,0,0,13.8,86.6,0.5,42.8,646.3,3.5,70.6,0,0,0,0,0,0,0,144.4
Patriots D/ST,DST,NE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3
Cameron Dicker,K,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.7
Steelers D/ST,DST,PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3
Eagles D/ST,DST,PHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.8
Rams D/ST,DST,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.3
Brian Robinson Jr.,RB,ATL,,0,0,0,0,0,134.5,559.9,3.7,8.7,59.2,0.3,11,0,0,0,0,0,0,0,93.8
Ravens D/ST,DST,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
Ka'imi Fairbairn,K,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.7
Jason Myers,K,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.4
Germie Bernard,WR,PIT,,0,0,0,0,0,2.1,11.6,0.1,47.1,593.6,3.2,79.4,0,0,0,0,0,0,0,126.8
Chris Bell,WR,MIA,Q,0,0,0,0,0,0,0,0,34.2,448.9,1.7,55.3,0,0,0,0,0,0,0,88.6
Kenyon Sadiq,TE,NYJ,Q,0,0,0,0,0,0,0,0,67.1,691.9,4.3,90.3,0,0,0,0,0,0,0,162.4
Harrison Mevis,K,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5
Braelon Allen,RB,NYJ,,0,0,0,0,0,99.9,420.8,3.5,12.7,89.5,0.4,15.9,0,0,0,0,0,0,0,87.4
Jauan Jennings,WR,MIN,,0,0,0,0,0,0,0,0,46.5,486,3.3,71.9,0,0,0,0,0,0,0,114.5
Eddy Pineiro,K,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.3
Tyler Shough,QB,NO,,356.3,548.3,3886.8,20.3,11.1,65.6,284.2,4.2,0,0,0,0,0,0,0,0,0,0,0,264.5
Cam Little,K,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7
Mark Andrews,TE,BAL,,0,0,0,0,0,9.7,34.7,0.7,58,617.8,7.1,84,0,0,0,0,0,0,0,169.5
Jake Bates,K,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.8
Vikings D/ST,DST,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8
Dalton Kincaid,TE,BUF,,0,0,0,0,0,0,0,0,59.3,697.7,4.5,81.8,0,0,0,0,0,0,0,155.6
Kyler Murray,QB,MIN,,330.6,490.3,3345.1,19.4,9.9,70.9,443.5,3.1,0,0,0,0,0,0,0,0,0,0,0,250.6
Browns D/ST,DST,CLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9
Daniel Jones,QB,IND,Q,348.8,526.9,3742.8,19.6,11.2,73,307.4,5.9,0,0,0,0,0,0,0,0,0,0,0,266.8
Jaguars D/ST,DST,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.1
Harrison Butker,K,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.4
Tyler Loop,K,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.8
Denzel Boston,WR,CLE,,0,0,0,0,0,0,0,0,51.6,638.9,2.8,82.8,0,0,0,0,0,0,0,131.8
Darnell Mooney,WR,NYG,,0,0,0,0,0,2.2,11.9,0.1,32,468.7,2.5,60,0,0,0,0,0,0,0,95.3
Lions D/ST,DST,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2
Cairo Santos,K,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.4
Will Reichard,K,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.1
Chris Boswell,K,PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.6
Antonio Williams,WR,WSH,,0,0,0,0,0,4.1,22.3,0.2,40.7,522.2,3.2,61.9,0,0,0,0,0,0,0,116
Chargers D/ST,DST,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
Jalen Nailor,WR,LV,,0,0,0,0,0,2.1,11.1,0.1,41,559.8,2.8,70.4,0,0,0,0,0,0,0,114.9
Tre Tucker,WR,LV,,0,0,0,0,0,10.5,57.7,0.3,48.2,657.2,2.5,81.3,0,0,0,0,0,0,0,137.8
Tyrone Tracy Jr.,RB,NYG,,0,0,0,0,0,97.9,416.7,1.4,16,116.8,0.6,20.3,0,0,0,0,0,0,0,80.3
Mike Washington Jr.,RB,LV,,0,0,0,0,0,88.6,365,2.2,8.3,59.9,0.3,10.8,0,0,0,0,0,0,0,65.5
Hunter Henry,TE,NE,,0,0,0,0,0,0,0,0,55.7,628,5.2,77.8,0,0,0,0,0,0,0,149.7
Jared Goff,QB,DET,,371.4,544.1,4208,28.9,9.9,27.2,49.5,0.7,0,0,0,0,0,0,0,0,0,0,0,267.9
Baker Mayfield,QB,TB,,338.5,526.6,3823.4,24.6,11.6,54.1,323.2,1.4,0,0,0,0,0,0,0,0,0,0,0,264.8
Malik Willis,QB,MIA,,322.4,505.2,3554.3,13,10.4,105.6,545.2,3.4,0,0,0,0,0,0,0,0,0,0,0,237.8
Adonai Mitchell,WR,NYJ,,0,0,0,0,0,2.2,11.2,0.1,38.5,563.9,3.3,69,0,0,0,0,0,0,0,116.3
Ray Davis,RB,BUF,,0,0,0,0,0,32.3,137.8,1.1,7.8,60,0.4,10.2,0,0,0,0,0,0,0,38.1
Terrance Ferguson,TE,LAR,,0,0,0,0,0,0,0,0,45.9,579.8,5.4,73.1,0,0,0,0,0,0,0,135.9
Juwan Johnson,TE,NO,,0,0,0,0,0,0,0,0,63.5,636.7,2.7,87.6,0,0,0,0,0,0,0,142.6
Rashod Bateman,WR,BAL,,0,0,0,0,0,0,0,0,37.7,614.7,4,65.3,0,0,0,0,0,0,0,122.6
Jaylin Noel,WR,HOU,,0,0,0,0,0,4.2,22.2,0.1,39.5,452.3,2.5,60.4,0,0,0,0,0,0,0,104.1
Keaton Mitchell,RB,LAC,,0,0,0,0,0,62.4,293.7,1.8,12,92.5,0.5,15.9,0,0,0,0,0,0,0,64
Chiefs D/ST,DST,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5
Justice Hill,RB,BAL,,0,0,0,0,0,48.7,222.9,1.4,39.5,348.9,1.7,51.3,0,0,0,0,0,0,0,114.2
Brenton Strange,TE,JAX,,0,0,0,0,0,0,0,0,59.1,598.1,4,85.1,0,0,0,0,0,0,0,142.3
Jordan James,RB,SF,,0,0,0,0,0,79.6,340.1,2.3,8.2,63.7,0.4,10.5,0,0,0,0,0,0,0,64.4
Kaelon Black,RB,SF,,0,0,0,0,0,44.2,183.2,1.3,4.1,31.7,0.2,5.3,0,0,0,0,0,0,0,34.5
Jordan Love,QB,GB,,342,531.3,3993.2,25.1,10.7,50.4,212.8,0.9,0,0,0,0,0,0,0,0,0,0,0,259.3
