name,position,team,injury_status,pass_comp,pass_att,pass_yds,pass_td,int,rush_car,rush_yds,rush_td,rec,rec_yds,rec_td,tar,tackles,sacks,forced_fumbles,fum_rec,def_int,int_td,fum_td,espn_fpts
Makai Lemon,WR,PHI,,0,0,0,0,0,0,0,0,61.7,883,5.5,98.5,0,0,0,0,0,0,0,182.3
Rhamondre Stevenson,RB,NE,,0,0,0,0,0,169.3,721.1,6.6,38.4,313.6,1.9,46.7,0,0,0,0,0,0,0,190.7
Ricky Pearsall,WR,SF,,0,0,0,0,0,4.4,24.5,0.2,59.6,829.8,3.9,91.4,0,0,0,0,0,0,0,168.7
Matthew Golden,WR,GB,,0,0,0,0,0,4.5,24.9,0.2,66.8,873.9,4.7,104.8,0,0,0,0,0,0,0,185.7
Travis Kelce,TE,KC,,0,0,0,0,0,0,0,0,73.3,764.6,4.4,103.3,0,0,0,0,0,0,0,175.5
Michael Wilson,WR,ARI,,0,0,0,0,0,0,0,0,67,813.9,3.2,108.9,0,0,0,0,0,0,0,167.4
RJ Harvey,RB,DEN,,0,0,0,0,0,106.3,430.7,3.9,48.9,365.7,2.6,62.2,0,0,0,0,0,0,0,167
KC Concepcion,WR,CLE,,0,0,0,0,0,6.4,34.8,0.2,61.4,773.4,3.3,98.5,0,0,0,0,0,0,0,162.8
Kyle Monangai,RB,CHI,,0,0,0,0,0,191.9,825,6.5,25.5,215.1,1.3,36,0,0,0,0,0,0,0,176.2
Josh Downs,WR,IND,,0,0,0,0,0,2.1,10.8,0.1,75.7,717.6,2.7,104.9,0,0,0,0,0,0,0,164.8
Blake Corum,RB,LAR,,0,0,0,0,0,168.5,775.6,6.8,16.7,117.1,0.6,22.5,0,0,0,0,0,0,0,150
Jordan Addison,WR,MIN,,0,0,0,0,0,2,14.4,0.1,60.5,769.8,5.2,99.6,0,0,0,0,0,0,0,170.3
Brock Purdy,QB,SF,,352.1,529.9,4181.6,27.1,13.9,65.4,277.3,3.6,0,0,0,0,0,0,0,0,0,0,0,293.1
Xavier Worthy,WR,KC,Q,0,0,0,0,0,12.4,75.9,0.6,55.1,782.8,4.5,92.4,0,0,0,0,0,0,0,171.3
Dak Prescott,QB,DAL,,371.9,555.8,4113.5,29.7,12,51.2,186,2.2,0,0,0,0,0,0,0,0,0,0,0,286.3
Jonathon Brooks,RB,CAR,,0,0,0,0,0,136.5,573,3.1,28.3,215.7,1.2,36.4,0,0,0,0,0,0,0,131.8
George Kittle,TE,SF,Q,0,0,0,0,0,0,0,0,54.5,595.8,4.2,68.8,0,0,0,0,0,0,0,139.1
Dallas Goedert,TE,PHI,,0,0,0,0,0,0,0,0,70.5,724,5.6,93.5,0,0,0,0,0,0,0,176.3
Jake Ferguson,TE,DAL,,0,0,0,0,0,0,0,0,73.3,600,5.9,96.2,0,0,0,0,0,0,0,167.3
Khalil Shakir,WR,BUF,,0,0,0,0,0,2.3,12.5,0.1,70.1,765,3.7,92.1,0,0,0,0,0,0,0,171.1
Jacory Croskey-Merritt,RB,WSH,Q,0,0,0,0,0,196.1,847,7.5,12.6,87.9,0.5,15.5,0,0,0,0,0,0,0,151.9
Woody Marks,RB,HOU,,0,0,0,0,0,142.7,578.4,2.9,24.2,201.2,1.3,32.9,0,0,0,0,0,0,0,127.2
Tyjae Spears,RB,TEN,,0,0,0,0,0,97.3,410.9,2.7,49.6,332.6,1.6,60.7,0,0,0,0,0,0,0,149.1
Jayden Reed,WR,GB,,0,0,0,0,0,9,64.9,0.4,63.4,730.4,4.4,89.1,0,0,0,0,0,0,0,170.9
Zach Charbonnet,RB,SEA,Q,0,0,0,0,0,137.8,561.5,6.9,20.3,145.4,0.4,26,0,0,0,0,0,0,0,135.1
Isiah Pacheco,RB,DET,,0,0,0,0,0,158,680.1,4.9,17.2,114.4,0.8,21.5,0,0,0,0,0,0,0,129.7
Trevor Lawrence,QB,JAX,,346.7,559.7,3928.8,24.9,13,73.5,334.5,4.8,0,0,0,0,0,0,0,0,0,0,0,288.3
Quentin Johnston,WR,LAC,,0,0,0,0,0,2.1,10.8,0.1,52.8,772.7,5.6,90.3,0,0,0,0,0,0,0,164.5
Romeo Doubs,WR,NE,,0,0,0,0,0,0,0,0,59.6,763.4,5.9,88.2,0,0,0,0,0,0,0,170.9
Tucker Kraft,TE,GB,Q,0,0,0,0,0,2.2,8.4,0.1,64,732,4,89.1,0,0,0,0,0,0,0,162.1
Alvin Kamara,RB,NO,Q,0,0,0,0,0,120.4,481.7,2.2,35.2,232.2,0.9,43.8,0,0,0,0,0,0,0,124.5
Jalen Coker,WR,CAR,,0,0,0,0,0,0,0,0,60.8,692,3.2,88.4,0,0,0,0,0,0,0,148.1
Jordan Mason,RB,MIN,,0,0,0,0,0,161.7,747.7,5.4,13.4,83.3,0.3,16.6,0,0,0,0,0,0,0,129.6
Omar Cooper Jr.,WR,NYJ,,0,0,0,0,0,2.2,11.9,0.1,53.9,666.6,3.6,79.8,0,0,0,0,0,0,0,143.8
Caleb Williams,QB,CHI,,316.5,528.4,3820.8,25.3,10,71.1,381.8,2.3,0,0,0,0,0,0,0,0,0,0,0,281.5
Jayden Higgins,WR,HOU,,0,0,0,0,0,0,0,0,54.7,667.3,3.4,87.8,0,0,0,0,0,0,0,141.6
Jalen McMillan,WR,TB,,0,0,0,0,0,4.4,24.6,0.2,47.1,591.4,3.9,74.7,0,0,0,0,0,0,0,133.1
Bo Nix,QB,DEN,Q,363.8,565,3871.2,26.3,11.1,82.3,355.3,3.9,0,0,0,0,0,0,0,0,0,0,0,294.7
Isaiah Likely,TE,NYG,,0,0,0,0,0,0,0,0,63.7,679.8,4.1,85.9,0,0,0,0,0,0,0,155.8
Chris Rodriguez Jr.,RB,JAX,,0,0,0,0,0,100.7,432.4,3.4,4.1,29.4,0.2,5.7,0,0,0,0,0,0,0,71.5
Calvin Ridley,WR,TEN,Q,0,0,0,0,0,6.1,32,0.2,49.1,769.1,3.8,93.8,0,0,0,0,0,0,0,152.7
Brandon Aubrey,K,DAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8
Tyler Allgeier,RB,ARI,,0,0,0,0,0,97.4,385.1,3.3,18.1,126.1,0.4,22.9,0,0,0,0,0,0,0,91.4
Texans D/ST,DST,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.7
Broncos D/ST,DST,DEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.7
Patrick Mahomes,QB,KC,Q,358,551.3,3992.9,26.1,11.7,53.1,326.4,3.2,0,0,0,0,0,0,0,0,0,0,0,289.5
Jerry Jeudy,WR,CLE,,0,0,0,0,0,0,0,0,51.5,711.2,2.7,93.3,0,0,0,0,0,0,0,138.3
Justin Herbert,QB,LAC,,345.4,527.9,3846.5,25.5,11,78.3,405.9,2.3,0,0,0,0,0,0,0,0,0,0,0,282.6
Tank Bigsby,RB,PHI,,0,0,0,0,0,83.1,372.3,3.3,3.6,28.6,0.1,4.9,0,0,0,0,0,0,0,64
Seahawks D/ST,DST,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5
Matthew Stafford,QB,LAR,,355.9,557.4,4281.9,35,9.7,27.1,39.4,0.6,0,0,0,0,0,0,0,0,0,0,0,293.6
T.J. Hockenson,TE,MIN,,0,0,0,0,0,0,0,0,77.7,638.9,2.8,99.6,0,0,0,0,0,0,0,158.1
Rashid Shaheed,WR,SEA,,0,0,0,0,0,13.8,86.6,0.5,42.8,646.3,3.5,70.6,0,0,0,0,0,0,0,144.4
Patriots D/ST,DST,NE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3
Cameron Dicker,K,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.7
Steelers D/ST,DST,PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3
Eagles D/ST,DST,PHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.8
Rams D/ST,DST,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.1
Brian Robinson Jr.,RB,ATL,,0,0,0,0,0,134.7,560.5,3.7,8.7,59.5,0.3,10.9,0,0,0,0,0,0,0,94
Ravens D/ST,DST,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.3
Ka'imi Fairbairn,K,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5
Jason Myers,K,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.4
Germie Bernard,WR,PIT,,0,0,0,0,0,2.1,11.6,0.1,47.1,593.5,3.2,79.4,0,0,0,0,0,0,0,126.7
Chris Bell,WR,MIA,Q,0,0,0,0,0,0,0,0,44.3,581.5,2.1,71.6,0,0,0,0,0,0,0,114.1
Kenyon Sadiq,TE,NYJ,Q,0,0,0,0,0,0,0,0,67,692.1,4.3,90.5,0,0,0,0,0,0,0,162.4
Harrison Mevis,K,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8
Braelon Allen,RB,NYJ,,0,0,0,0,0,99.7,419.9,3.5,12.7,89.5,0.4,16,0,0,0,0,0,0,0,87.3
Jauan Jennings,WR,MIN,,0,0,0,0,0,0,0,0,46.5,486,3.3,72,0,0,0,0,0,0,0,114.5
Eddy Pineiro,K,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.3
Tyler Shough,QB,NO,,356,547.9,3886.8,20.4,11.2,65.6,284.3,4.3,0,0,0,0,0,0,0,0,0,0,0,264.8
Cam Little,K,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.2
Mark Andrews,TE,BAL,,0,0,0,0,0,9.7,34.6,0.7,58,617.7,7.1,84,0,0,0,0,0,0,0,169.4
Jake Bates,K,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.1
Vikings D/ST,DST,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5
Dalton Kincaid,TE,BUF,,0,0,0,0,0,0,0,0,59.3,697.5,4.4,81.8,0,0,0,0,0,0,0,155.5
Kyler Murray,QB,MIN,,331.1,491.5,3341.2,19.2,10,70.8,442.2,3.1,0,0,0,0,0,0,0,0,0,0,0,248.9
Browns D/ST,DST,CLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.3
Daniel Jones,QB,IND,Q,349,527.2,3743.1,19.5,11.2,73,307.3,5.9,0,0,0,0,0,0,0,0,0,0,0,266.4
Jaguars D/ST,DST,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1
Harrison Butker,K,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.4
Tyler Loop,K,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.6
Denzel Boston,WR,CLE,,0,0,0,0,0,0,0,0,54.9,684.3,2.9,88.2,0,0,0,0,0,0,0,140.7
Darnell Mooney,WR,NYG,,0,0,0,0,0,2.2,11.9,0.1,35.1,513.4,2.7,65.7,0,0,0,0,0,0,0,104.1
Lions D/ST,DST,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.7
Cairo Santos,K,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.4
Will Reichard,K,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.9
Chris Boswell,K,PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.3
Antonio Williams,WR,WSH,,0,0,0,0,0,4.1,22.3,0.2,40.7,522.3,3.2,61.9,0,0,0,0,0,0,0,116
Chargers D/ST,DST,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4
Jalen Nailor,WR,LV,,0,0,0,0,0,2.1,11.1,0.1,41,558.9,2.8,70.5,0,0,0,0,0,0,0,114.8
Tre Tucker,WR,LV,,0,0,0,0,0,10.5,57.7,0.3,48.2,656.1,2.5,81.3,0,0,0,0,0,0,0,137.6
Tyrone Tracy Jr.,RB,NYG,,0,0,0,0,0,98.2,417.7,1.4,16,116,0.6,20.2,0,0,0,0,0,0,0,80.3
Mike Washington Jr.,RB,LV,,0,0,0,0,0,88.6,364.7,2.2,8.3,59.8,0.3,10.8,0,0,0,0,0,0,0,65.4
Hunter Henry,TE,NE,,0,0,0,0,0,0,0,0,55.9,628.5,5.2,77.9,0,0,0,0,0,0,0,149.8
Jared Goff,QB,DET,,371.2,543.9,4208.3,29,9.9,27.2,49.5,0.7,0,0,0,0,0,0,0,0,0,0,0,268.2
Baker Mayfield,QB,TB,,338.5,526.6,3823.2,24.6,11.7,54.1,323.2,1.4,0,0,0,0,0,0,0,0,0,0,0,264.9
Malik Willis,QB,MIA,,327.9,513.8,3584.5,13,10.5,105.2,543.4,3.4,0,0,0,0,0,0,0,0,0,0,0,238.8
Ray Davis,RB,BUF,,0,0,0,0,0,32.3,137.8,1.1,7.8,59.9,0.4,10.2,0,0,0,0,0,0,0,38.1
Juwan Johnson,TE,NO,,0,0,0,0,0,0,0,0,63.4,636.7,2.7,87.6,0,0,0,0,0,0,0,142.7
Brenton Strange,TE,JAX,,0,0,0,0,0,0,0,0,59,598.1,4,85,0,0,0,0,0,0,0,142.4
Caleb Douglas,WR,MIA,,0,0,0,0,0,0,0,0,44.3,581.5,2.1,71.6,0,0,0,0,0,0,0,114.1
Rashod Bateman,WR,BAL,,0,0,0,0,0,0,0,0,37.7,614.6,3.9,65.3,0,0,0,0,0,0,0,122.5
Jack Bech,WR,LV,,0,0,0,0,0,0,0,0,41.4,483,1.8,65,0,0,0,0,0,0,0,99.8
Kimani Vidal,RB,LAC,,0,0,0,0,0,83.2,340.1,2.7,11.8,94.4,0.6,15.9,0,0,0,0,0,0,0,74.2
Chiefs D/ST,DST,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4
Justice Hill,RB,BAL,,0,0,0,0,0,48.7,222.7,1.4,39.5,348.9,1.7,51.3,0,0,0,0,0,0,0,114.1
Pat Freiermuth,TE,PIT,,0,0,0,0,0,0,0,0,59.9,600.6,2.8,85.1,0,0,0,0,0,0,0,135.8
Jordan James,RB,SF,,0,0,0,0,0,79.6,340.1,2.3,8.3,64,0.4,10.5,0,0,0,0,0,0,0,64.5
Kaelon Black,RB,SF,,0,0,0,0,0,44.2,183.2,1.3,4.1,31.9,0.2,5.3,0,0,0,0,0,0,0,34.5
Tank Dell,WR,HOU,Q,0,0,0,0,0,8.4,44.5,0.2,38.1,462.5,2.7,60.4,0,0,0,0,0,0,0,105.7
Jordan Love,QB,GB,,342,531.4,3993.5,25.1,10.8,50.4,212.8,0.9,0,0,0,0,0,0,0,0,0,0,0,259.2
Cam Ward,QB,TEN,,354.9,558.2,3753.9,16.4,10.3,46.6,200.4,2,0,0,0,0,0,0,0,0,0,0,0,218.8
C.J. Stroud,QB,HOU,,351.4,551.5,3945.9,21.3,12.1,57.1,248.9,1,0,0,0,0,0,0,0,0,0,0,0,245.3
Terrance Ferguson,TE,LAR,,0,0,0,0,0,0,0,0,42.4,534.2,5,67.4,0,0,0,0,0,0,0,125.4
Dalton Schultz,TE,HOU,Q,0,0,0,0,0,0,0,0,59.7,556.1,3.1,82.3,0,0,0,0,0,0,0,133.5
Tre' Harris,WR,LAC,,0,0,0,0,0,0,0,0,34.5,407.7,2.4,53.1,0,0,0,0,0,0,0,89.4
Isaac TeSlaa,WR,DET,,0,0,0,0,0,0,0,0,23.7,301.7,3.2,37.6,0,0,0,0,0,0,0,73
Cooper Kupp,WR,SEA,,0,0,0,0,0,0,0,0,37.9,471.5,2.8,57.3,0,0,0,0,0,0,0,101.4
Ryan Flournoy,WR,DAL,,0,0,0,0,0,2.2,12.4,0.1,34,384.6,2.7,50.9,0,0,0,0,0,0,0,89.8
Kaytron Allen,RB,WSH,,0,0,0,0,0,12.3,50.7,0.4,4.3,29.1,0.2,5.2,0,0,0,0,0,0,0,15.8
Nicholas Singleton,RB,TEN,,0,0,0,0,0,20.3,83.4,0.5,4.2,29,0.1,5.5,0,0,0,0,0,0,0,19.3
Demond Claiborne,RB,MIN,,0,0,0,0,0,26.3,109.9,0.8,4.5,29.4,0.2,5.5,0,0,0,0,0,0,0,23.9
Gunnar Helm,TE,TEN,,0,0,0,0,0,0,0,0,57.8,493.8,3.3,77.2,0,0,0,0,0,0,0,126.4
Oronde Gadsden,TE,LAC,,0,0,0,0,0,0,0,0,45.4,484.7,3.8,63.7,0,0,0,0,0,0,0,115.9
Chig Okonkwo,TE,WSH,,0,0,0,0,0,0,0,0,53.7,554.8,2.2,72.2,0,0,0,0,0,0,0,122.4
Sam Darnold,QB,SEA,,335.3,513.1,4012.8,24,12.3,44.1,125.4,0.9,0,0,0,0,0,0,0,0,0,0,0,242.3
Bryce Young,QB,CAR,,334.3,537,3633.8,20.3,12.2,57.8,272.4,2.1,0,0,0,0,0,0,0,0,0,0,0,237.5
Fernando Mendoza,QB,LV,,282.4,443.5,3066.3,14.9,10.5,52.3,229.1,2,0,0,0,0,0,0,0,0,0,0,0,191.6
Jonah Coleman,RB,DEN,,0,0,0,0,0,20.4,84.8,0.6,4.4,31,0.2,5.7,0,0,0,0,0,0,0,21
Seth McGowan,RB,IND,,0,0,0,0,0,12.6,52,0.4,4.4,28.8,0.2,5.2,0,0,0,0,0,0,0,15.7
Emmett Johnson,RB,KC,,0,0,0,0,0,70.1,290.9,2.2,8.3,58.8,0.4,10.9,0,0,0,0,0,0,0,58.4
De'Zhaun Stribling,WR,SF,,0,0,0,0,0,0,0,0,22.3,325.9,2.1,35.3,0,0,0,0,0,0,0,67.4
Dylan Sampson,RB,CLE,,0,0,0,0,0,55,229.1,1,29.6,206.8,1.2,36.3,0,0,0,0,0,0,0,86.9
Samaje Perine,RB,CIN,,0,0,0,0,0,101.6,442.9,3.3,18.8,139.2,0.7,22.9,0,0,0,0,0,0,0,100.5
Adonai Mitchell,WR,NYJ,,0,0,0,0,0,2.2,11.1,0.1,26.6,382.3,2.3,47.9,0,0,0,0,0,0,0,80.2
Keon Coleman,WR,BUF,,0,0,0,0,0,0,0,0,22.5,309.4,2.6,37.6,0,0,0,0,0,0,0,69.2
Malik Washington,WR,MIA,,0,0,0,0,0,12.6,75.6,0.4,38.2,394.4,1.4,56.3,0,0,0,0,0,0,0,98.2
Jalen Tolbert,WR,MIA,,0,0,0,0,0,0,0,0,30.1,364.3,1.4,51.2,0,0,0,0,0,0,0,74.7
Christian Kirk,WR,SF,,0,0,0,0,0,0,0,0,24.7,341.4,2.2,40.5,0,0,0,0,0,0,0,72.1
Savion Williams,WR,GB,,0,0,0,0,0,9,47,0.3,23.9,272,2,36.7,0,0,0,0,0,0,0,69.9
Xavier Legette,WR,CAR,,0,0,0,0,0,2.1,10.8,0.1,26.6,307.9,2.1,46.8,0,0,0,0,0,0,0,70.9
Pat Bryant,WR,DEN,,0,0,0,0,0,0,0,0,28.5,319.6,2.1,45.2,0,0,0,0,0,0,0,72.8
Buccaneers D/ST,DST,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5
Packers D/ST,DST,GB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2
Chase McLaughlin,K,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.2
LeQuint Allen Jr.,RB,JAX,,0,0,0,0,0,8.1,34,0.2,21.6,148,0.8,28.3,0,0,0,0,0,0,0,46.4
Jaylen Wright,RB,MIA,,0,0,0,0,0,50.3,209.9,1,7.6,56,0.2,10.2,0,0,0,0,0,0,0,40.6
Ollie Gordon II,RB,MIA,,0,0,0,0,0,44,180.7,1.1,4,27.8,0.1,5.1,0,0,0,0,0,0,0,32
Keaton Mitchell,RB,LAC,,0,0,0,0,0,16.6,78.3,0.5,8,61.3,0.3,10.6,0,0,0,0,0,0,0,26.8
Brashard Smith,RB,KC,,0,0,0,0,0,33,139.2,1,16.3,120.3,0.9,21.7,0,0,0,0,0,0,0,54.3
Adam Randall,RB,BAL,,0,0,0,0,0,29.2,120.9,0.9,3.6,28.8,0.2,4.7,0,0,0,0,0,0,0,25
Kaleb Johnson,RB,PIT,,0,0,0,0,0,8.6,35.7,0.2,0,0,0,0,0,0,0,0,0,0,0,4.8
Ty Johnson,RB,BUF,,0,0,0,0,0,50.8,219.2,2.1,21.6,207.9,1.3,30.7,0,0,0,0,0,0,0,84.7
MarShawn Lloyd,RB,GB,,0,0,0,0,0,67.2,286.1,2.1,12.1,85.2,0.6,15.7,0,0,0,0,0,0,0,64.6
Jaydon Blue,RB,DAL,,0,0,0,0,0,62,261.2,2,8.8,61.9,0.4,11.3,0,0,0,0,0,0,0,54.9
Kyle Juszczyk,RB,SF,,0,0,0,0,0,4.4,18.6,0.2,20.8,164.8,1,26.4,0,0,0,0,0,0,0,45.9
Chris Brooks,RB,GB,,0,0,0,0,0,22.4,98.4,0.6,15.7,111.2,0.6,21,0,0,0,0,0,0,0,43.7
Tory Horton,WR,SEA,Q,0,0,0,0,0,0,0,0,21.6,298.9,2.3,35.3,0,0,0,0,0,0,0,65.4
Dontayvion Wicks,WR,PHI,,0,0,0,0,0,0,0,0,21.3,269.2,1.5,34.5,0,0,0,0,0,0,0,57.1
Colts D/ST,DST,IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9
Jason Sanders,K,NYG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.4
Evan McPherson,K,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.8
AJ Barner,TE,SEA,Q,0,0,0,0,0,9.2,17.9,0.5,44.7,432.4,3.6,60.5,0,0,0,0,0,0,0,113.7
Greg Dulcich,TE,MIA,,0,0,0,0,0,0,0,0,49.1,541.6,1.5,71.6,0,0,0,0,0,0,0,111.7
Jake Tonges,TE,SF,Q,0,0,0,0,0,0,0,0,25.1,259.2,2.1,34.3,0,0,0,0,0,0,0,63.2
Kayshon Boutte,WR,NE,,0,0,0,0,0,0,0,0,23.6,319.2,2.1,36.3,0,0,0,0,0,0,0,67.7
Ja'Kobi Lane,WR,BAL,,0,0,0,0,0,0,0,0,25.8,393.3,2.8,42,0,0,0,0,0,0,0,81.9
Ted Hurst,WR,TB,,0,0,0,0,0,0,0,0,22.7,296.1,2.1,37.3,0,0,0,0,0,0,0,65
Elijah Sarratt,WR,BAL,,0,0,0,0,0,0,0,0,19.5,294.4,1.8,32.7,0,0,0,0,0,0,0,59.3
Isaiah Davis,RB,NYJ,,0,0,0,0,0,21.7,98.8,0.7,12.8,95.3,0.4,16,0,0,0,0,0,0,0,39.2
Emanuel Wilson,RB,SEA,,0,0,0,0,0,39.8,166.3,1.4,6.8,52,0.3,9,0,0,0,0,0,0,0,38.5
Geno Smith,QB,NYJ,,361.6,531.3,3808.4,20.3,14.5,58,219.8,1,0,0,0,0,0,0,0,0,0,0,0,231.1
Aaron Rodgers,QB,PIT,,362.7,568.8,3763.6,19.9,11.1,28.1,99.4,0.9,0,0,0,0,0,0,0,0,0,0,0,217.6
Deshaun Watson,QB,CLE,,173.9,282,1860.3,8,6.4,38,191.5,0.9,0,0,0,0,0,0,0,0,0,0,0,114.8
Jacoby Brissett,QB,ARI,,327.3,517.9,3353.6,14.8,9.2,47.2,209.5,1.3,0,0,0,0,0,0,0,0,0,0,0,198.3
Nick Westbrook-Ikhine,WR,IND,,0,0,0,0,0,0,0,0,34.3,432.7,3,57.7,0,0,0,0,0,0,0,95.6
Dyami Brown,WR,WSH,,0,0,0,0,0,0,0,0,29.9,394.6,2.7,46.4,0,0,0,0,0,0,0,85.4
Olamide Zaccheaus,WR,ATL,,0,0,0,0,0,0,0,0,35.4,372.3,1.6,54.7,0,0,0,0,0,0,0,81.7
Darius Slayton,WR,NYG,Q,0,0,0,0,0,2.2,12.3,0.1,28.5,391.7,1.8,45.5,0,0,0,0,0,0,0,79.9
Andrei Iosivas,WR,CIN,,0,0,0,0,0,2,11.1,0.1,27.3,317.2,2.8,45.8,0,0,0,0,0,0,0,77.1
DJ Giddens,RB,IND,,0,0,0,0,0,33.5,141.3,1,8.6,56.7,0.3,10.5,0,0,0,0,0,0,0,36
Tyler Badie,RB,DEN,,0,0,0,0,0,4.1,17.6,0.1,14,115.6,0.6,19.8,0,0,0,0,0,0,0,32.1
Will Shipley,RB,PHI,,0,0,0,0,0,9.2,39.5,0.3,11.3,83.3,0.4,14.8,0,0,0,0,0,0,0,28
Devin Singletary,RB,NYG,,0,0,0,0,0,35.7,143,1,4.2,26.2,0.1,5.1,0,0,0,0,0,0,0,27.5
Malik Davis,RB,DAL,Q,0,0,0,0,0,31,134.7,1,4.2,29.6,0.2,5.7,0,0,0,0,0,0,0,27.4
Sean Tucker,RB,TB,,0,0,0,0,0,34.9,145.8,2,0,0,0,0,0,0,0,0,0,0,0,26.9
Hunter Luepke,RB,DAL,,0,0,0,0,0,13.3,56.1,0.4,8.6,61.8,0.4,11.3,0,0,0,0,0,0,0,25.1
Trevor Etienne,RB,CAR,,0,0,0,0,0,16.5,70.4,0.4,4.1,29.4,0.2,5.2,0,0,0,0,0,0,0,19.2
Van Jefferson,WR,WSH,,0,0,0,0,0,0,0,0,28,357.8,1.9,46.4,0,0,0,0,0,0,0,75.3
Bengals D/ST,DST,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7
Bears D/ST,DST,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.2
Nick Folk,K,ATL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4
Trey Smack,K,GB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.1
Cade Otton,TE,TB,,0,0,0,0,0,0,0,0,48,480.7,2.5,69.3,0,0,0,0,0,0,0,110.8
Mike Gesicki,TE,CIN,,0,0,0,0,0,0,0,0,40.2,393.2,4.6,57.2,0,0,0,0,0,0,0,107
Evan Engram,TE,DEN,,0,0,0,0,0,0,0,0,47.4,463.4,2.2,67.8,0,0,0,0,0,0,0,106.5
David Njoku,TE,LAC,,0,0,0,0,0,0,0,0,32.6,336.5,3.1,47.8,0,0,0,0,0,0,0,84.8
Michael Mayer,TE,LV,,0,0,0,0,0,0,0,0,36.9,362.8,1.3,54.2,0,0,0,0,0,0,0,80.7
Marvin Mims Jr.,WR,DEN,,0,0,0,0,0,8.2,45,0.3,24.2,272.4,1.6,33.9,0,0,0,0,0,0,0,69.8
Jahan Dotson,WR,ATL,,0,0,0,0,0,0,0,0,25.4,318.9,1.7,43.8,0,0,0,0,0,0,0,67.1
Tua Tagovailoa,QB,ATL,,203,299.2,2169.7,10.6,7.9,15.9,44.3,0.3,0,0,0,0,0,0,0,0,0,0,0,115.6
49ers D/ST,DST,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.7
Jets D/ST,DST,NYJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6
Saints D/ST,DST,NO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1
Panthers D/ST,DST,CAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6
