name,position,team,injury_status,pass_comp,pass_att,pass_yds,pass_td,int,rush_car,rush_yds,rush_td,rec,rec_yds,rec_td,tar,tackles,sacks,forced_fumbles,fum_rec,def_int,int_td,fum_td,espn_fpts
Patriots D/ST,DST,NE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3
Lions D/ST,DST,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.8
Chiefs D/ST,DST,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4
Chargers D/ST,DST,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4
Brandon Aubrey,K,DAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.7
Cameron Dicker,K,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9
Jason Myers,K,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.5
Harrison Mevis,K,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5
Ka'imi Fairbairn,K,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.9
Eddy Pineiro,K,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.3
Harrison Butker,K,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.8
Cam Little,K,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.9
Jake Bates,K,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.8
Tyler Loop,K,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Cairo Santos,K,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.4
Will Reichard,K,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.2
Braelon Allen,RB,NYJ,,0,0,0,0,0,82.6,348.1,2.9,12.7,90.5,0.4,15.9,0,0,0,0,0,0,0,76.7
Brenton Strange,TE,JAX,,0,0,0,0,0,0,0,0,59.1,598.7,4,85,0,0,0,0,0,0,0,142.5
Justice Hill,RB,BAL,,0,0,0,0,0,48.8,223.4,1.4,39.4,348.9,1.7,51.3,0,0,0,0,0,0,0,114.2
MarShawn Lloyd,RB,GB,,0,0,0,0,0,89.6,381,2.8,16,113.7,0.7,21,0,0,0,0,0,0,0,86.3
Ja'Kobi Lane,WR,BAL,,0,0,0,0,0,0,0,0,31.5,484.6,3.5,51.3,0,0,0,0,0,0,0,100.5
Jordan Love,QB,GB,,341.8,531.3,3990.6,25,10.7,50.4,212.6,0.9,0,0,0,0,0,0,0,0,0,0,0,259
C.J. Stroud,QB,HOU,,351.3,550.8,3950.1,21.5,12,57.1,249.3,1.1,0,0,0,0,0,0,0,0,0,0,0,246.6
