name,position,team,injury_status,pass_comp,pass_att,pass_yds,pass_td,int,rush_car,rush_yds,rush_td,rec,rec_yds,rec_td,tar,tackles,sacks,forced_fumbles,fum_rec,def_int,int_td,fum_td,espn_fpts
Jaxson Dart,QB,NYG,,327.4,503.8,3689.7,20.9,10.2,100.8,553.2,6.6,0,0,0,0,0,0,0,0,0,0,0,301.5
Mike Evans,WR,SF,,0,0,0,0,0,0,0,0,56.5,899,6,100.7,0,0,0,0,0,0,0,182
Parker Washington,WR,JAX,,0,0,0,0,0,8,38.9,0.3,63.7,849.9,5.2,107.8,0,0,0,0,0,0,0,187
Christian Watson,WR,GB,,0,0,0,0,0,2.2,13.1,0.1,54.9,867.9,7.1,94.3,0,0,0,0,0,0,0,185.8
Matthew Golden,WR,GB,,0,0,0,0,0,4.5,24.9,0.2,66.8,871.9,4.7,104.8,0,0,0,0,0,0,0,185.6
Michael Wilson,WR,ARI,,0,0,0,0,0,0,0,0,70.6,860.8,3.4,114.6,0,0,0,0,0,0,0,176.7
Brian Thomas Jr.,WR,JAX,,0,0,0,0,0,4,23.1,0.2,57.1,860.1,5,102.1,0,0,0,0,0,0,0,176.4
Trevor Lawrence,QB,JAX,,347.2,560.5,3928.8,24.8,13,73.5,334.3,4.8,0,0,0,0,0,0,0,0,0,0,0,287.4
Dak Prescott,QB,DAL,,372.1,556,4120.4,29.8,11.9,51.2,185.9,2.2,0,0,0,0,0,0,0,0,0,0,0,286.8
Bo Nix,QB,DEN,,363.8,564.7,3873.1,26.4,11.1,82.3,355.6,3.9,0,0,0,0,0,0,0,0,0,0,0,295.1
Brock Purdy,QB,SF,,351.9,529.6,4180.6,27.1,13.9,65.4,277.3,3.5,0,0,0,0,0,0,0,0,0,0,0,292.5
Matthew Stafford,QB,LAR,,356.1,557.8,4281.9,34.9,9.7,27,39.4,0.6,0,0,0,0,0,0,0,0,0,0,0,293.2
Caleb Williams,QB,CHI,,316.6,528.3,3822.8,25.3,9.9,71.1,382,2.3,0,0,0,0,0,0,0,0,0,0,0,282.1
Jakobi Meyers,WR,JAX,,0,0,0,0,0,6,31.9,0.3,69.8,766.4,5.2,107.8,0,0,0,0,0,0,0,181.7
Wan'Dale Robinson,WR,TEN,,0,0,0,0,0,4.1,22.4,0.1,78.9,817.4,1.9,115.8,0,0,0,0,0,0,0,174.1
Travis Hunter,WR,JAX,,0,0,0,0,0,2,10.8,0.1,41.6,496.2,3.3,68.1,0,0,0,0,0,0,0,113
Makai Lemon,WR,PHI,,0,0,0,0,0,0,0,0,58.6,836.4,5.2,93.4,0,0,0,0,0,0,0,173.3
Josh Downs,WR,IND,,0,0,0,0,0,2.1,10.8,0.1,78.8,760.2,2.9,110,0,0,0,0,0,0,0,173.5
Jordan Addison,WR,MIN,,0,0,0,0,0,2,14.4,0.1,60.5,770.3,5.2,99.6,0,0,0,0,0,0,0,170.5
Justin Herbert,QB,LAC,,345.4,527.8,3846.2,25.5,11,78.3,405.9,2.3,0,0,0,0,0,0,0,0,0,0,0,282.7
Patrick Mahomes,QB,KC,Q,358,551.2,3992.6,26.1,11.7,53.1,326.4,3.2,0,0,0,0,0,0,0,0,0,0,0,289.7
Jaylen Warren,RB,PIT,,0,0,0,0,0,180,789.6,4.5,46.1,318.9,1.5,56.7,0,0,0,0,0,0,0,191.1
Rhamondre Stevenson,RB,NE,,0,0,0,0,0,169.5,721.7,6.6,38.3,313.4,1.9,46.7,0,0,0,0,0,0,0,190.9
Rico Dowdle,RB,PIT,,0,0,0,0,0,222.8,973.2,5.5,29.2,210,1.1,39.7,0,0,0,0,0,0,0,185.5
Kenny Gainwell,RB,TB,,0,0,0,0,0,117.9,522.5,4.6,52.1,342.5,2,64,0,0,0,0,0,0,0,178.2
Chuba Hubbard,RB,CAR,,0,0,0,0,0,193,775.5,4.2,41.1,304,1.5,52.2,0,0,0,0,0,0,0,182.7
Aaron Jones Sr.,RB,MIN,,0,0,0,0,0,170.1,740.5,3.7,47,344.2,2.1,60.8,0,0,0,0,0,0,0,188.8
George Kittle,TE,SF,O,0,0,0,0,0,0,0,0,69.5,762,5.3,88.5,0,0,0,0,0,0,0,177.3
Tucker Kraft,TE,GB,Q,0,0,0,0,0,2.2,8.5,0.1,67.7,775.2,4.2,94.3,0,0,0,0,0,0,0,171.6
Dallas Goedert,TE,PHI,,0,0,0,0,0,0,0,0,70.5,725.5,5.7,93.4,0,0,0,0,0,0,0,176.7
Travis Kelce,TE,KC,,0,0,0,0,0,0,0,0,73.8,769.5,4.5,103.3,0,0,0,0,0,0,0,177
Rachaad White,RB,WSH,,0,0,0,0,0,134.7,566.7,5.1,46.7,293.2,1.9,51.6,0,0,0,0,0,0,0,173.9
Jonathon Brooks,RB,CAR,,0,0,0,0,0,176.6,741.6,4,32.6,249.9,1.3,41.8,0,0,0,0,0,0,0,162.7
J.K. Dobbins,RB,DEN,,0,0,0,0,0,212.7,994.3,6.8,17.1,104.8,0.7,22.6,0,0,0,0,0,0,0,171.6
RJ Harvey,RB,DEN,,0,0,0,0,0,106.4,431.2,3.9,48.8,365.8,2.6,62.1,0,0,0,0,0,0,0,167
Jake Ferguson,TE,DAL,,0,0,0,0,0,0,0,0,73.2,599.1,5.8,96.1,0,0,0,0,0,0,0,167
Mark Andrews,TE,BAL,,0,0,0,0,0,9.8,34.7,0.7,58,618.1,7.1,84,0,0,0,0,0,0,0,169.6
T.J. Hockenson,TE,MIN,,0,0,0,0,0,0,0,0,77.7,639.4,2.8,99.6,0,0,0,0,0,0,0,158.2
Khalil Shakir,WR,BUF,,0,0,0,0,0,2.3,12.5,0.1,70.1,765.2,3.7,92.1,0,0,0,0,0,0,0,171.3
Jayden Reed,WR,GB,,0,0,0,0,0,9,64.9,0.4,63.4,728.8,4.4,89.1,0,0,0,0,0,0,0,170.7
Xavier Worthy,WR,KC,,0,0,0,0,0,12.4,75.9,0.6,55.5,787.8,4.6,92.4,0,0,0,0,0,0,0,172.8
Kyle Monangai,RB,CHI,Q,0,0,0,0,0,192,825.8,6.5,25.7,215.1,1.3,36,0,0,0,0,0,0,0,176.4
Kenyon Sadiq,TE,NYJ,,0,0,0,0,0,0,0,0,67.2,692.2,4.3,90.3,0,0,0,0,0,0,0,162.4
Isaiah Likely,TE,NYG,,0,0,0,0,0,0,0,0,63.7,684.4,4.2,86.1,0,0,0,0,0,0,0,156.5
Dalton Kincaid,TE,BUF,,0,0,0,0,0,0,0,0,59.3,697.7,4.5,81.8,0,0,0,0,0,0,0,155.6
Hunter Henry,TE,NE,,0,0,0,0,0,0,0,0,55.8,628.1,5.2,77.8,0,0,0,0,0,0,0,149.8
Jacory Croskey-Merritt,RB,WSH,,0,0,0,0,0,195.9,846.2,7.4,12.5,87.4,0.5,15.5,0,0,0,0,0,0,0,151.5
Blake Corum,RB,LAR,,0,0,0,0,0,182,837.5,7.3,16.7,117.1,0.6,22.5,0,0,0,0,0,0,0,159.4
Woody Marks,RB,HOU,,0,0,0,0,0,142.9,579.2,3,24.1,201,1.3,32.9,0,0,0,0,0,0,0,127.6
Zach Charbonnet,RB,SEA,O,0,0,0,0,0,136.6,555.1,6.9,20.3,145.1,0.4,26.2,0,0,0,0,0,0,0,134
Quentin Johnston,WR,LAC,,0,0,0,0,0,2.1,10.8,0.1,52.8,773.8,5.6,90.3,0,0,0,0,0,0,0,164.8
KC Concepcion,WR,CLE,,0,0,0,0,0,6.4,34.9,0.2,61.3,770.6,3.3,98.3,0,0,0,0,0,0,0,162.4
Deebo Samuel,WR,SF,,0,0,0,0,0,22.1,109.4,1.1,54.9,734.9,4.4,79.6,0,0,0,0,0,0,0,171.5
Chris Godwin Jr.,WR,TB,,0,0,0,0,0,0,0,0,60.4,701.4,4.6,90.7,0,0,0,0,0,0,0,157.7
Romeo Doubs,WR,NE,,0,0,0,0,0,0,0,0,56,714.4,5.6,83,0,0,0,0,0,0,0,160.5
Jayden Higgins,WR,HOU,,0,0,0,0,0,0,0,0,54.5,666.5,3.4,87.8,0,0,0,0,0,0,0,141.3
Jalen Coker,WR,CAR,,0,0,0,0,0,0,0,0,61.2,697.9,3.2,88.8,0,0,0,0,0,0,0,149.2
Jerry Jeudy,WR,CLE,,0,0,0,0,0,0,0,0,51.4,708.6,2.7,93.1,0,0,0,0,0,0,0,138
Rashid Shaheed,WR,SEA,,0,0,0,0,0,13.8,86.7,0.5,42.8,646.6,3.5,70.6,0,0,0,0,0,0,0,144.5
Kyler Murray,QB,MIN,,330.6,490.1,3347.1,19.5,9.9,70.9,443.8,3.2,0,0,0,0,0,0,0,0,0,0,0,251
Tyler Shough,QB,NO,,356.4,548,3891,20.4,11.1,65.6,284.7,4.3,0,0,0,0,0,0,0,0,0,0,0,265.5
Jared Goff,QB,DET,,371.5,544,4210,29,9.9,27.2,49.6,0.7,0,0,0,0,0,0,0,0,0,0,0,268.2
Daniel Jones,QB,IND,,348.7,526.8,3742.6,19.6,11.1,73,307.4,5.9,0,0,0,0,0,0,0,0,0,0,0,266.8
Jordan Mason,RB,MIN,,0,0,0,0,0,162,749.3,5.4,13.4,83.4,0.3,16.6,0,0,0,0,0,0,0,130
Alvin Kamara,RB,NO,,0,0,0,0,0,124.6,499.6,2.3,35.3,232.5,0.9,43.8,0,0,0,0,0,0,0,126.9
Isiah Pacheco,RB,DET,,0,0,0,0,0,148.6,640.1,4.5,17.2,114.5,0.8,21.5,0,0,0,0,0,0,0,123.8
Chris Rodriguez Jr.,RB,JAX,Q,0,0,0,0,0,100.4,431.3,3.4,4.1,29.4,0.2,5.7,0,0,0,0,0,0,0,71.2
Brian Robinson Jr.,RB,ATL,,0,0,0,0,0,134.6,561.2,3.7,8.7,59.1,0.3,10.9,0,0,0,0,0,0,0,94.1
Tank Bigsby,RB,PHI,,0,0,0,0,0,83.3,373.2,3.4,3.6,28.7,0.1,4.9,0,0,0,0,0,0,0,64.3
Jalen McMillan,WR,TB,,0,0,0,0,0,4.4,24.6,0.2,47.3,589.2,3.9,74.7,0,0,0,0,0,0,0,133.2
Calvin Ridley,WR,TEN,,0,0,0,0,0,6.1,32,0.2,46.2,721.7,3.6,88.3,0,0,0,0,0,0,0,143.8
Denzel Boston,WR,CLE,,0,0,0,0,0,0,0,0,51.6,638.1,2.8,82.8,0,0,0,0,0,0,0,131.7
Adonai Mitchell,WR,NYJ,,0,0,0,0,0,2.2,11.2,0.1,41.5,610.8,3.5,74.3,0,0,0,0,0,0,0,125.4
De'Zhaun Stribling,WR,SF,,0,0,0,0,0,0,0,0,33.2,498.3,3.1,53.9,0,0,0,0,0,0,0,101.3
Baker Mayfield,QB,TB,,338.7,526.4,3827.6,24.7,11.6,54.1,323.6,1.4,0,0,0,0,0,0,0,0,0,0,0,265.5
Malik Willis,QB,MIA,,322.4,505.1,3554.2,13,10.4,105.6,545.2,3.4,0,0,0,0,0,0,0,0,0,0,0,237.8
Germie Bernard,WR,PIT,,0,0,0,0,0,2.1,11.7,0.1,47.1,593.7,3.2,79.4,0,0,0,0,0,0,0,126.9
Antonio Williams,WR,WSH,,0,0,0,0,0,4.1,22.3,0.2,40.5,519,3.2,61.9,0,0,0,0,0,0,0,115.2
Tre Tucker,WR,LV,,0,0,0,0,0,10.5,57.7,0.3,48.2,656.5,2.5,81.2,0,0,0,0,0,0,0,137.7
Ray Davis,RB,BUF,,0,0,0,0,0,32.3,137.8,1.1,7.8,60,0.4,10.2,0,0,0,0,0,0,0,38.1
Tyrone Tracy Jr.,RB,NYG,,0,0,0,0,0,111.3,473.5,1.6,16,116.8,0.6,20.3,0,0,0,0,0,0,0,87.1
Mike Washington Jr.,RB,LV,,0,0,0,0,0,88.6,365,2.2,8.3,59.9,0.3,10.8,0,0,0,0,0,0,0,65.5
Tyler Allgeier,RB,ARI,,0,0,0,0,0,97.4,385.1,3.3,18.1,125.9,0.4,22.9,0,0,0,0,0,0,0,91.4
Dylan Sampson,RB,CLE,,0,0,0,0,0,54.5,227.5,1,29.6,206.6,1.2,36.2,0,0,0,0,0,0,0,86.6
Terrance Ferguson,TE,LAR,,0,0,0,0,0,0,0,0,46,580.1,5.4,73.1,0,0,0,0,0,0,0,135.9
Juwan Johnson,TE,NO,,0,0,0,0,0,0,0,0,63.5,637,2.7,87.6,0,0,0,0,0,0,0,142.8
Jalen Nailor,WR,LV,,0,0,0,0,0,2.1,11.1,0.1,44.2,605.7,3,75.8,0,0,0,0,0,0,0,123.9
Omar Cooper Jr.,WR,NYJ,,0,0,0,0,0,2.2,12,0.1,39.7,477.9,2.6,58.4,0,0,0,0,0,0,0,104.9
Rashod Bateman,WR,BAL,,0,0,0,0,0,0,0,0,37.7,614.9,4,65.3,0,0,0,0,0,0,0,122.7
Jauan Jennings,WR,MIN,,0,0,0,0,0,0,0,0,46.5,486.3,3.3,71.9,0,0,0,0,0,0,0,114.6
Tank Dell,WR,HOU,Q,0,0,0,0,0,8.4,44.6,0.2,37.9,461.9,2.7,60.3,0,0,0,0,0,0,0,105.5
Tyjae Spears,RB,TEN,,0,0,0,0,0,97.3,410.9,2.7,49.6,333.5,1.6,60.7,0,0,0,0,0,0,0,149.1
Braelon Allen,RB,NYJ,,0,0,0,0,0,82.5,347.6,2.9,12.7,89.5,0.4,15.9,0,0,0,0,0,0,0,76.4
Keaton Mitchell,RB,LAC,,0,0,0,0,0,62.4,293.7,1.8,12,92.6,0.5,15.9,0,0,0,0,0,0,0,64.1
Broncos D/ST,DST,DEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.7
Texans D/ST,DST,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Steelers D/ST,DST,PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3
Seahawks D/ST,DST,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4
Rams D/ST,DST,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.3
Ravens D/ST,DST,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Eagles D/ST,DST,PHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9
Browns D/ST,DST,CLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.3
Patriots D/ST,DST,NE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4
Lions D/ST,DST,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.8
Chiefs D/ST,DST,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6
Chargers D/ST,DST,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8
Brandon Aubrey,K,DAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.6
Cameron Dicker,K,LAC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.7
Jason Myers,K,SEA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.5
Harrison Mevis,K,LAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5
Ka'imi Fairbairn,K,HOU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.7
Eddy Pineiro,K,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.3
Harrison Butker,K,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.4
Cam Little,K,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7
Jake Bates,K,DET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.9
Tyler Loop,K,BAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.9
Cairo Santos,K,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.5
Will Reichard,K,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.2
Jordan James,RB,SF,Q,0,0,0,0,0,70.8,302.3,2,8.1,63.1,0.3,10.5,0,0,0,0,0,0,0,58.5
Brenton Strange,TE,JAX,,0,0,0,0,0,0,0,0,59.1,598.1,4,85.1,0,0,0,0,0,0,0,142.3
Justice Hill,RB,BAL,,0,0,0,0,0,48.8,223.2,1.4,39.5,349.1,1.7,51.3,0,0,0,0,0,0,0,114.3
Zachariah Branch,WR,ATL,,0,0,0,0,0,0,0,0,38.3,471.3,2.3,60.2,0,0,0,0,0,0,0,100.9
Jordan Love,QB,GB,,342,531.2,3995.1,25.1,10.7,50.4,213,0.9,0,0,0,0,0,0,0,0,0,0,0,259.6
Cam Ward,QB,TEN,,355,558.3,3754,16.4,10.3,46.6,200.4,2,0,0,0,0,0,0,0,0,0,0,0,218.8
C.J. Stroud,QB,HOU,,351.2,551,3945.7,21.4,12.1,57.1,248.9,1,0,0,0,0,0,0,0,0,0,0,0,245.7
Ricky Pearsall,WR,SF,Q,0,0,0,0,0,4.4,24.5,0.2,20.7,272,1.3,32.2,0,0,0,0,0,0,0,59
